sls,sls result,sls duration,filename2,cvc5 result,cvc5 duration,is match2
bapa/arith/fol_0000104.smt2,sat,0.4132061,benchmarks/bapa/arith/cvc5/fol_0000104.smt2,sat,0.006676912,TRUE
bapa/arith/fol_0000105.smt2,sat,0.218720913,benchmarks/bapa/arith/cvc5/fol_0000105.smt2,sat,0.006876469,TRUE
bapa/arith/fol_0000106.smt2,sat,0.424641132,benchmarks/bapa/arith/cvc5/fol_0000106.smt2,sat,0.007623434,TRUE
bapa/arith/fol_0000107.smt2,  unsat,0.177054644,benchmarks/bapa/arith/cvc5/fol_0000107.smt2,unsat,0.004611492,TRUE
bapa/arith/fol_0000108.smt2,sat,0.386983633,benchmarks/bapa/arith/cvc5/fol_0000108.smt2,sat,0.007016182,TRUE
bapa/arith/fol_0000109.smt2,sat,0.514557838,benchmarks/bapa/arith/cvc5/fol_0000109.smt2,sat,0.006139517,TRUE
bapa/arith/fol_0000110.smt2,  unsat,0.238288641,benchmarks/bapa/arith/cvc5/fol_0000110.smt2,unsat,0.008804083,TRUE
bapa/arith/fol_0000111.smt2,  unsat,0.171274424,benchmarks/bapa/arith/cvc5/fol_0000111.smt2,unsat,0.005018711,TRUE
bapa/arith/fol_0000112.smt2,  unsat,0.24489522,benchmarks/bapa/arith/cvc5/fol_0000112.smt2,unsat,0.008432865,TRUE
bapa/arith/fol_0000113.smt2,sat,0.374901772,benchmarks/bapa/arith/cvc5/fol_0000113.smt2,sat,0.005619526,TRUE
bapa/arith/fol_0000114.smt2,  unsat,0.174555302,benchmarks/bapa/arith/cvc5/fol_0000114.smt2,unsat,0.004445314,TRUE
bapa/arith/fol_0000115.smt2,  unsat,0.167971373,benchmarks/bapa/arith/cvc5/fol_0000115.smt2,unsat,0.004554749,TRUE
bapa/arith/fol_0000116.smt2,  unsat,0.176509857,benchmarks/bapa/arith/cvc5/fol_0000116.smt2,unsat,0.005833387,TRUE
bapa/arith/fol_0000117.smt2,sat,0.367304564,benchmarks/bapa/arith/cvc5/fol_0000117.smt2,sat,0.005627394,TRUE
bapa/arith/fol_0000118.smt2,sat,0.386999607,benchmarks/bapa/arith/cvc5/fol_0000118.smt2,sat,0.006422997,TRUE
bapa/arith/fol_0000119.smt2,  unsat,0.247147322,benchmarks/bapa/arith/cvc5/fol_0000119.smt2,unsat,0.00927186,TRUE
bapa/arith/fol_0000120.smt2,  unsat,0.169645548,benchmarks/bapa/arith/cvc5/fol_0000120.smt2,unsat,0.006148577,TRUE
bapa/card/fol_0000001.smt2 ,sat,0.348153591,benchmarks/bapa/card/cvc5/fol_0000001.smt2,sat,0.005509377,TRUE
bapa/card/fol_0000002.smt2 ,sat,0.442762852,benchmarks/bapa/card/cvc5/fol_0000002.smt2,sat,0.005194664,TRUE
bapa/card/fol_0000003.smt2 ,sat,0.363489866,benchmarks/bapa/card/cvc5/fol_0000003.smt2,sat,0.00615716,TRUE
bapa/card/fol_0000004.smt2 ,sat,0.354475737,benchmarks/bapa/card/cvc5/fol_0000004.smt2,sat,0.005535841,TRUE
bapa/card/fol_0000005.smt2 ,sat,0.346847057,benchmarks/bapa/card/cvc5/fol_0000005.smt2,sat,0.005165339,TRUE
bapa/card/fol_0000006.smt2 ,sat,0.349636316,benchmarks/bapa/card/cvc5/fol_0000006.smt2,sat,0.006383657,TRUE
bapa/card/fol_0000007.smt2 ,sat,0.356083393,benchmarks/bapa/card/cvc5/fol_0000007.smt2,sat,0.005451202,TRUE
bapa/card/fol_0000008.smt2 ,sat,0.353154898,benchmarks/bapa/card/cvc5/fol_0000008.smt2,sat,0.006046295,TRUE
bapa/card/fol_0000009.smt2 ,sat,0.471537352,benchmarks/bapa/card/cvc5/fol_0000009.smt2,sat,0.005895376,TRUE
bapa/card/fol_0000010.smt2 ,sat,0.350089073,benchmarks/bapa/card/cvc5/fol_0000010.smt2,sat,0.005063057,TRUE
bapa/card/fol_0000011.smt2 ,sat,0.454253435,benchmarks/bapa/card/cvc5/fol_0000011.smt2,sat,0.006016016,TRUE
bapa/card/fol_0000012.smt2 ,sat,0.354323626,benchmarks/bapa/card/cvc5/fol_0000012.smt2,sat,0.005156279,TRUE
bapa/card/fol_0000013.smt2 ,sat,0.358525515,benchmarks/bapa/card/cvc5/fol_0000013.smt2,sat,0.004775763,TRUE
bapa/card/fol_0000014.smt2 ,sat,0.349612713,benchmarks/bapa/card/cvc5/fol_0000014.smt2,sat,0.005559921,TRUE
bapa/card/fol_0000015.smt2 ,sat,0.46444869,benchmarks/bapa/card/cvc5/fol_0000015.smt2,sat,0.005108118,TRUE
bapa/card/fol_0000016.smt2 ,sat,0.365087748,benchmarks/bapa/card/cvc5/fol_0000016.smt2,sat,0.005691051,TRUE
bapa/card/fol_0000017.smt2 ,sat,0.477689028,benchmarks/bapa/card/cvc5/fol_0000017.smt2,sat,0.006429434,TRUE
bapa/card/fol_0000018.smt2 ,sat,0.351101875,benchmarks/bapa/card/cvc5/fol_0000018.smt2,sat,0.005164862,TRUE
bapa/card/fol_0000019.smt2 ,sat,0.481669188,benchmarks/bapa/card/cvc5/fol_0000019.smt2,sat,0.00598979,TRUE
bapa/card/fol_0000020.smt2 ,sat,0.355344296,benchmarks/bapa/card/cvc5/fol_0000020.smt2,sat,0.005851507,TRUE
bapa/card/fol_0000021.smt2 ,  unsat,0.171499968,benchmarks/bapa/card/cvc5/fol_0000021.smt2,unsat,0.004648924,TRUE
bapa/card/fol_0000022.smt2 ,sat,0.481844187,benchmarks/bapa/card/cvc5/fol_0000022.smt2,sat,0.005694151,TRUE
bapa/card/fol_0000023.smt2 ,  unsat,0.173066378,benchmarks/bapa/card/cvc5/fol_0000023.smt2,unsat,0.00531888,TRUE
bapa/card/fol_0000024.smt2 ,timeout,51.62414455,benchmarks/bapa/card/cvc5/fol_0000024.smt2,sat,0.005780697,FALSE
bapa/card/fol_0000025.smt2 ,sat,0.341430902,benchmarks/bapa/card/cvc5/fol_0000025.smt2,sat,0.006189823,TRUE
bapa/card/fol_0000026.smt2 ,sat,0.448576927,benchmarks/bapa/card/cvc5/fol_0000026.smt2,sat,0.005145073,TRUE
bapa/card/fol_0000027.smt2 ,sat,0.36128664,benchmarks/bapa/card/cvc5/fol_0000027.smt2,sat,0.005197287,TRUE
bapa/card/fol_0000028.smt2 ,  unsat,0.222877026,benchmarks/bapa/card/cvc5/fol_0000028.smt2,unsat,0.009061813,TRUE
bapa/card/fol_0000029.smt2 ,sat,0.400098085,benchmarks/bapa/card/cvc5/fol_0000029.smt2,sat,0.006208181,TRUE
bapa/card/fol_0000030.smt2 ,  unsat,0.164866686,benchmarks/bapa/card/cvc5/fol_0000030.smt2,unsat,0.005609989,TRUE
bapa/card/fol_0000031.smt2 ,sat,0.353502274,benchmarks/bapa/card/cvc5/fol_0000031.smt2,sat,0.005561352,TRUE
bapa/card/fol_0000032.smt2 ,  unsat,0.16689229,benchmarks/bapa/card/cvc5/fol_0000032.smt2,unsat,0.004553318,TRUE
bapa/card/fol_0000033.smt2 ,sat,0.353208303,benchmarks/bapa/card/cvc5/fol_0000033.smt2,sat,0.006669998,TRUE
bapa/card/fol_0000034.smt2 ,  unsat,0.164858818,benchmarks/bapa/card/cvc5/fol_0000034.smt2,unsat,0.005180836,TRUE
bapa/card/fol_0000035.smt2 ,sat,0.370762348,benchmarks/bapa/card/cvc5/fol_0000035.smt2,sat,0.005744934,TRUE
bapa/card/fol_0000036.smt2 ,sat,0.346759081,benchmarks/bapa/card/cvc5/fol_0000036.smt2,sat,0.006236315,TRUE
bapa/card/fol_0000037.smt2 ,sat,0.342145681,benchmarks/bapa/card/cvc5/fol_0000037.smt2,sat,0.005185604,TRUE
bapa/card/fol_0000038.smt2 ,  unsat,0.16918087,benchmarks/bapa/card/cvc5/fol_0000038.smt2,unsat,0.005782127,TRUE
bapa/card/fol_0000039.smt2 ,sat,0.335247993,benchmarks/bapa/card/cvc5/fol_0000039.smt2,sat,0.005880594,TRUE
bapa/card/fol_0000040.smt2 ,  unsat,0.170845985,benchmarks/bapa/card/cvc5/fol_0000040.smt2,unsat,0.004793882,TRUE
bapa/card/fol_0000041.smt2 ,sat,0.359589577,benchmarks/bapa/card/cvc5/fol_0000041.smt2,sat,0.005921364,TRUE
bapa/card/fol_0000042.smt2 ,sat,0.350086212,benchmarks/bapa/card/cvc5/fol_0000042.smt2,sat,0.005178213,TRUE
bapa/card/fol_0000043.smt2 ,sat,0.287399769,benchmarks/bapa/card/cvc5/fol_0000043.smt2,sat,0.005068779,TRUE
bapa/card/fol_0000044.smt2 ,sat,0.354703903,benchmarks/bapa/card/cvc5/fol_0000044.smt2,sat,0.00577879,TRUE
bapa/card/fol_0000045.smt2 ,  unsat,0.493671656,benchmarks/bapa/card/cvc5/fol_0000045.smt2,unsat,0.023609638,TRUE
bapa/card/fol_0000046.smt2 ,timeout,51.59514523,benchmarks/bapa/card/cvc5/fol_0000046.smt2,unsat,0.08313942,FALSE
bapa/card/fol_0000047.smt2 ,  unsat,14.99300385,benchmarks/bapa/card/cvc5/fol_0000047.smt2,unsat,0.091431618,TRUE
bapa/card/fol_0000048.smt2 ,timeout,51.52426195,benchmarks/bapa/card/cvc5/fol_0000048.smt2,sat,1.194437504,FALSE
bapa/card/fol_0000049.smt2 ,sat,11.22989631,benchmarks/bapa/card/cvc5/fol_0000049.smt2,sat,0.974107504,TRUE
bapa/card/fol_0000050.smt2 ,timeout,51.51998472,benchmarks/bapa/card/cvc5/fol_0000050.smt2,sat,0.008249998,FALSE
bapa/card/fol_0000051.smt2 ,timeout,50.81062841,benchmarks/bapa/card/cvc5/fol_0000051.smt2,sat,0.00711751,FALSE
bapa/card/fol_0000052.smt2 ,sat,6.225986481,benchmarks/bapa/card/cvc5/fol_0000052.smt2,sat,0.090071201,TRUE
bapa/card/fol_0000053.smt2 ,timeout,51.60951042,benchmarks/bapa/card/cvc5/fol_0000053.smt2,sat,0.00843668,FALSE
bapa/card/fol_0000054.smt2 ,timeout,50.77802992,benchmarks/bapa/card/cvc5/fol_0000054.smt2,sat,0.097011566,FALSE
bapa/card/fol_0000055.smt2 ,  unsat,19.80055356,benchmarks/bapa/card/cvc5/fol_0000055.smt2,unsat,0.242928267,TRUE
bapa/card/fol_0000056.smt2 ,sat,1.606430054,benchmarks/bapa/card/cvc5/fol_0000056.smt2,sat,0.00790596,TRUE
bapa/card/fol_0000057.smt2 ,sat,3.550425291,benchmarks/bapa/card/cvc5/fol_0000057.smt2,sat,0.024773359,TRUE
bapa/card/fol_0000058.smt2 ,  unsat,0.230741739,benchmarks/bapa/card/cvc5/fol_0000058.smt2,unsat,0.009142399,TRUE
bapa/card/fol_0000059.smt2 ,  unsat,0.186239243,benchmarks/bapa/card/cvc5/fol_0000059.smt2,unsat,0.003798246,TRUE
bapa/card/fol_0000060.smt2 ,  unsat,0.497185946,benchmarks/bapa/card/cvc5/fol_0000060.smt2,unsat,0.025040388,TRUE
bapa/card/fol_0000061.smt2 ,  unsat,0.283760548,benchmarks/bapa/card/cvc5/fol_0000061.smt2,unsat,0.023650408,TRUE
bapa/card/fol_0000062.smt2 ,sat,2.766501665,benchmarks/bapa/card/cvc5/fol_0000062.smt2,sat,0.024841785,TRUE
bapa/card/fol_0000063.smt2 ,  unsat,0.246244669,benchmarks/bapa/card/cvc5/fol_0000063.smt2,unsat,0.007819176,TRUE
bapa/card/fol_0000064.smt2 ,  unsat,0.17814374,benchmarks/bapa/card/cvc5/fol_0000064.smt2,unsat,0.004091978,TRUE
bapa/card/fol_0000065.smt2 ,  unsat,0.497411966,benchmarks/bapa/card/cvc5/fol_0000065.smt2,unsat,0.022767544,TRUE
bapa/card/fol_0000066.smt2 ,  unsat,0.517511845,benchmarks/bapa/card/cvc5/fol_0000066.smt2,unsat,0.023509741,TRUE
bapa/card/fol_0000067.smt2 ,  unsat,0.277233124,benchmarks/bapa/card/cvc5/fol_0000067.smt2,unsat,0.023430347,TRUE
bapa/card/fol_0000068.smt2 ,  unsat,0.31587553,benchmarks/bapa/card/cvc5/fol_0000068.smt2,unsat,0.022415638,TRUE
bapa/card/fol_0000069.smt2 ,timeout,51.55177188,benchmarks/bapa/card/cvc5/fol_0000069.smt2,unsat,0.085782528,FALSE
bapa/card/fol_0000070.smt2 ,  unsat,0.633586884,benchmarks/bapa/card/cvc5/fol_0000070.smt2,unsat,0.087143898,TRUE
bapa/card/fol_0000071.smt2 ,timeout,50.7955029,benchmarks/bapa/card/cvc5/fol_0000071.smt2,sat,0.737445831,FALSE
bapa/card/fol_0000072.smt2 ,timeout,51.59042382,benchmarks/bapa/card/cvc5/fol_0000072.smt2,sat,0.749402285,FALSE
bapa/card/fol_0000073.smt2 ,timeout,51.64899206,benchmarks/bapa/card/cvc5/fol_0000073.smt2,sat,0.010165453,FALSE
bapa/card/fol_0000074.smt2 ,timeout,50.83539081,benchmarks/bapa/card/cvc5/fol_0000074.smt2,sat,0.00842309,FALSE
bapa/card/fol_0000075.smt2 ,timeout,51.58344007,benchmarks/bapa/card/cvc5/fol_0000075.smt2,unsat,0.084305525,FALSE
